0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.688,0.657,9,-8.551,1,0.219,0.00972,3.38e-06,0.866,0.734,87.183,4,"Diesel Fluid (feat. Method Man, Trife Diesel & Cappadonna)",Wu-Tang Clan,37,247533,2011-07-26
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,4,Self Care,Mac Miller,76,345133,2018-08-03
0.755,0.852,7,-4.45,1,0.252,0.0815,0.0,0.276,0.909,86.984,4,Episode 2 - Eastside,Method Man,31,264280,2018-12-14
0.397,0.69,2,-4.108,0,0.195,0.395,0.0,0.101,0.36,172.073,4,Blood On The Leaves,Kanye West,62,359800,2013-06-18
0.513,0.76,5,-5.078,1,0.294,0.247,0.0,0.239,0.512,91.832,4,Say I Didn't,VIC MENSA,41,315173,2017-07-28
0.605,0.6,1,-3.464,0,0.0325,0.378,0.0,0.106,0.678,73.978,4,Kids,Busty and the Bass,38,264386,2020-08-14
0.287,0.781,1,-7.747,1,0.45,0.203,4.17e-06,0.809,0.436,184.38,4,Champion Sound,Jaylib,29,143653,2003
0.711,0.771,9,-6.932,0,0.0275,0.182,0.333,0.242,0.765,135.179,4,Rent - 2001 Remaster,Pet Shop Boys,11,308360,1987-09-07
0.483,0.471,9,-9.711,0,0.0284,0.397,0.000336,0.331,0.291,137.012,4,Forever Young - 2019 Remaster,Alphaville,67,226000,1984
0.584,0.949,11,-5.425,0,0.0515,0.00193,0.917,0.215,0.7,100.712,4,Chicago Falcon,The Budos Band,43,173320,2007-07-07
0.69,0.707,0,-3.826,1,0.0986,0.16,0.773,0.0373,0.746,94.275,4,Tender Trap,Bacao Rhythm & Steel Band,13,213631,2016-05-06
0.576,0.504,6,-8.258,0,0.0239,0.597,0.0539,0.159,0.546,79.072,4,It's You,Triathalon,33,223150,2015-11-13
0.611,0.583,0,-7.612,1,0.176,0.707,2.23e-06,0.22,0.242,85.925,4,IT BE LIKE THAT,Ab-Soul,48,259648,2022-12-16
0.779,0.942,1,-8.165,1,0.0545,0.0899,0.691,0.146,0.6,111.995,4,Danube Bird,Deela,5,385586,2006
0.63,0.694,2,-6.593,1,0.313,0.419,0.0,0.134,0.44,91.749,4,Extinct,REASON,56,222248,2020-10-09
0.799,0.85,1,-6.54,1,0.272,0.0481,0.0,0.504,0.859,96.888,4,Clockwork,Dilated Peoples,27,228866,2001-10-23
0.629,0.205,7,-6.401,1,0.072,0.967,0.0,0.137,0.361,133.039,4,Stone Cold Daddy-O,Jonny Fritz,33,122189,2016-10-14
0.771,0.864,1,-4.895,1,0.339,0.224,0.0,0.0778,0.83,85.405,4,Can't Hold It Back,People Under The Stairs,32,222452,2012-03-06
0.594,0.443,6,-13.534,0,0.0242,0.452,0.0466,0.108,0.755,76.121,4,Wednesday,Good Morning,49,143684,2014-11-14
0.426,0.00918,1,-33.803,0,0.0423,0.995,0.969,0.0869,0.196,98.038,3,Mi Cosa - Take 1,Wes Montgomery Trio,46,218533,1966-01-01
0.786,0.423,11,-9.019,0,0.448,0.431,0.00887,0.101,0.839,80.182,4,Rough,Aquasky,1,244600,1997-12-02
0.862,0.616,1,-10.76,1,0.223,0.00324,0.000592,0.321,0.552,91.065,4,Sittin' On Chrome,Masta Ace Incorporated,36,247973,1995-01-01
0.662,0.332,9,-11.939,0,0.0306,0.286,0.0,0.142,0.638,82.28,4,Chicago,Graham Nash,42,171440,1971
0.635,0.777,7,-4.206,1,0.33,0.0627,0.0,0.381,0.767,90.204,4,Royalty,Gang Starr,40,311400,1998-03-31
0.588,0.698,11,-7.057,0,0.0434,0.0724,1.23e-05,0.673,0.121,109.973,4,White Girl,Lil Peep,56,201333,2018-11-09
0.593,0.947,4,-6.206,0,0.631,0.888,0.0,0.823,0.682,157.85,4,THE BEACH,Vince Staples,62,67209,2022-04-08
0.412,0.824,1,-7.268,0,0.517,0.339,1.84e-05,0.359,0.672,83.085,4,Joe Pesci 38,Benny The Butcher,54,214348,2018-11-23
0.673,0.614,11,-7.81,0,0.0735,0.112,0.0101,0.0405,0.937,73.916,4,Listen to Your Heart,Durand Jones & The Indications,37,269514,2019-03-01
0.78,0.677,4,-7.316,0,0.0515,0.0758,2.11e-06,0.271,0.714,92.904,4,Neva Was a Baller,K-Dee,12,275095,2015-08-13
0.463,0.273,0,-15.364,0,0.074,0.907,0.000367,0.101,0.293,146.426,4,Day Dreaming,Aretha Franklin,56,239960,1972-01-24
0.529,0.64,5,-13.555,0,0.0518,0.0584,0.847,0.163,0.716,154.967,3,I Can See,Harvey Sutherland,8,410178,2018-11-09
0.541,0.517,1,-11.334,0,0.0311,0.219,0.848,0.0798,0.508,85.959,4,ナンバー3,Khruangbin,15,163962,2019-07-12
0.774,0.728,8,-5.816,1,0.256,0.16,0.0,0.0717,0.889,95.036,4,Too Good - Unknown Mortal Orchestra Remix,Arlo Parks,44,235005,2021-07-28
0.751,0.509,2,-11.597,1,0.036,0.823,0.846,0.0986,0.961,134.573,4,The Wind,Babe Rainbow,38,257226,2021-05-14
0.517,0.801,10,-6.091,0,0.0457,0.019,0.0,0.0988,0.489,160.132,3,Lullaby Of A Deadman,Treyarch Sound,53,239240,2011-01-25
0.737,0.554,1,-8.819,1,0.0317,0.0542,0.791,0.319,0.291,103.111,4,Cherchez La Ghost,Orions Belte,42,160500,2019-06-28
0.7,0.654,4,-5.026,1,0.0284,0.379,0.000194,0.293,0.594,113.004,4,Maple Syrup Tears,Huron John,45,193401,2020-04-22
0.789,0.562,1,-8.252,1,0.878,0.106,0.0,0.295,0.795,88.009,4,Say Word,Def Squad,25,218733,1998-01-01
0.758,0.383,10,-15.942,0,0.0437,0.923,0.836,0.0983,0.854,147.53,4,I Gotcha,Greenflow,4,301560,2015-06-24
0.567,0.53,8,-7.924,1,0.0277,0.908,0.0011,0.129,0.561,127.326,4,I Am Very Far - Reverb Mix,Amanaz,11,200227,1975-04-01
0.517,0.526,0,-10.569,1,0.0398,0.433,0.0146,0.0822,0.497,112.657,3,Chifundo,WITCH,34,309973,2011-05-22
0.824,0.837,1,-7.124,1,0.054,0.0216,0.00944,0.123,0.947,121.143,4,Celebration - Single Version,Kool & The Gang,63,218786,2018-05-25
0.501,0.431,9,-11.808,1,0.0342,0.319,0.00207,0.0639,0.548,116.008,4,Either/Or,Elliott Smith,31,146906,2007-01-01
0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876,4,Daisy,Ashnikko,69,146523,2021-01-15
0.558,0.586,11,-8.4,1,0.262,0.0802,0.00348,0.136,0.455,170.49,4,It's My Thang,Brain Sick Mob,7,171162,2017-04-09
0.878,0.737,2,-7.979,1,0.0817,0.000271,0.445,0.11,0.235,123.993,4,Brighter Days - Dajae- Underground Mix '93,Cajmere,47,327138,2010-07-26
0.681,0.723,1,-6.873,0,0.0278,0.000765,0.0392,0.0665,0.832,123.053,4,Wheel of Misfortune,Wild Nothing,27,255173,2018-08-31
0.741,0.761,11,-13.496,1,0.0469,0.157,0.707,0.0392,0.958,118.912,4,Week-end à Rome,Étienne Daho,48,254453,1984
0.787,0.718,10,-5.934,0,0.154,0.264,0.218,0.16,0.54,86.976,4,Center of Attention,Pete Rock,33,282813,2017-03-24
0.902,0.645,11,-8.563,0,0.0469,0.0288,0.566,0.0999,0.922,120.01,4,Seven Nation Army,The Dynamics,39,262373,2007
0.744,0.738,10,-4.751,0,0.0333,0.715,0.00741,0.0672,0.89,147.046,4,Catalina La O,"Pete ""El Conde"" Rodriguez",48,312640,1976-01-01
0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,4,Woman - Remastered 2010,John Lennon,68,212933,1980-11-17
0.739,0.519,5,-12.659,1,0.0723,0.513,0.854,0.141,0.755,80.991,4,Lemonade,Aphrow,19,130369,2020-07-16
0.606,0.83,0,-5.241,1,0.131,0.177,8.89e-05,0.0919,0.826,141.844,4,The Prophet,Chicano Batman,20,181026,2020-05-01
0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4,goosebumps,Travis Scott,81,243836,2016-09-16
0.68,0.613,1,-5.959,1,0.0612,0.0319,0.236,0.073,0.623,58.099,4,Constant Surprises,Little Dragon,41,273546,2007-08-27
0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,4,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,68,229670,2018-01-12
0.827,0.69,10,-5.883,1,0.159,0.017,0.0,0.234,0.771,95.283,3,Hostyle,Screwball,27,197373,2007-12-13
0.599,0.784,1,-5.579,1,0.0377,0.00292,0.904,0.142,0.484,86.294,4,Dirty Otter,Guts,25,185400,2016-04-01
0.883,0.673,6,-8.089,0,0.3,0.057,2.8e-05,0.13,0.507,100.022,4,Sangria (feat. Denzel Curry),$NOT,53,126000,2020-10-30
0.697,0.278,0,-11.468,1,0.0358,0.85,0.0473,0.0919,0.578,101.661,4,Dear Diane,Diners,30,244762,2017-02-15
0.587,0.729,0,-6.496,0,0.0338,0.198,0.0633,0.35,0.627,116.979,3,Teacher's in the Mood,Morabeza Tobacco,15,243473,2022-11-04
0.587,0.716,8,-7.943,1,0.0308,0.157,0.921,0.641,0.874,81.689,4,Slide Show,El Michels Affair,21,136773,2005
0.597,0.753,5,-7.783,0,0.0305,0.0925,0.495,0.175,0.795,145.928,4,The One I Love,Night Shop,23,270196,2018-09-14
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,4,Self Care,Mac Miller,76,345133,2018-08-03
0.865,0.225,3,-14.259,0,0.0927,0.749,0.000947,0.0656,0.674,113.979,4,Uncomparable,EKKSTACY,66,105486,2020-03-27
0.811,0.679,6,-7.104,1,0.222,0.00126,3.73e-05,0.0667,0.887,92.982,4,Voodoo Child (Starring Afu Ra) [Dj Premier Remix],DJ Cam,22,222360,2002
0.544,0.0875,2,-21.167,0,0.11,0.873,0.0,0.112,0.631,130.712,3,Se É Tarde Me Perdoa,Sylvia Telles,33,109426,1960-01-01
0.429,0.736,5,-8.017,1,0.222,0.0696,0.0,0.0852,0.379,89.262,4,Crack Rock,Frank Ocean,64,224146,2012-07-10
0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,4,Comfortably Numb,Pink Floyd,72,382296,1979-11-30
0.696,0.655,11,-8.047,1,0.028,0.32,0.0714,0.0909,0.532,136.061,4,Girlfriend,Phoenix,41,204133,2009
0.459,0.843,7,-3.961,0,0.0643,0.000903,0.00129,0.298,0.129,122.37,4,How Deep Is Your Love?,The Rapture,25,385713,2011-01-01
0.61,0.75,1,-5.811,1,0.146,0.201,0.0,0.946,0.627,95.048,4,Good Ol Love,Masta Ace,45,226866,2004-08-03
0.788,0.698,10,-5.014,0,0.252,0.0862,0.0,0.119,0.693,89.456,4,My Advice 2 You,Gang Starr,58,151812,1998-03-31
0.487,0.497,4,-5.776,0,0.064,0.124,0.167,0.109,0.195,160.317,4,Honey Dove,Lee Fields & The Expressions,50,246573,2009-06-02
0.356,0.284,3,-12.507,1,0.0318,0.409,0.000138,0.065,0.439,75.334,4,Talkin',Ty Segall,14,231560,2017-01-27
0.185,0.288,2,-15.47,1,0.0311,0.672,0.768,0.836,0.368,152.736,4,Minas / Paula E Bebeto - Medley,Milton Nascimento,31,152240,1975
0.769,0.672,0,-6.324,1,0.325,0.269,0.0,0.0633,0.49,90.233,4,Iz You Dee,Jigmastas,11,236432,2015-09-14
0.5,0.925,8,-5.795,0,0.353,0.124,0.0,0.226,0.854,62.306,5,Aw Shux (feat. Termanology),Tony Touch,7,91933,2013-07-09
0.706,0.485,8,-9.671,1,0.331,0.337,0.0,0.122,0.144,115.414,4,Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator",65,205093,2017-07-21
0.614,0.71,10,-4.61,0,0.347,0.0199,0.0,0.37,0.738,200.052,4,Top Shelf,Outerspace,28,223226,2004-07-27
0.251,0.947,4,-4.227,0,0.0945,0.018,0.000422,0.352,0.411,93.376,4,Coyote Blood,Mystic Braves,18,173536,2014-04-29
0.614,0.408,0,-11.268,0,0.0962,0.565,0.000169,0.0937,0.521,82.008,4,Baby I Don't Mind,Sunni Colón,39,245040,2018-08-29
0.512,0.623,0,-6.58,0,0.0346,0.285,0.257,0.123,0.96,168.978,4,Instant Disassembly,Parquet Courts,27,432026,2014-06-02
0.305,0.628,9,-3.573,0,0.0348,0.46,3.66e-05,0.0899,0.428,80.389,4,Dead Leaves and the Dirty Ground,The White Stripes,55,182168,2001-07-03
0.421,0.472,9,-10.176,1,0.037,0.306,0.00706,0.0995,0.62,174.891,3,My Truth - Remastered 2006,Cocteau Twins,26,271800,1991-10-18
0.781,0.536,9,-8.697,1,0.106,0.168,0.000277,0.159,0.759,86.94,4,Don't Push,Sublime,32,156381,1994-03-01
0.679,0.526,4,-7.641,0,0.172,0.197,0.0,0.0792,0.231,105.133,4,She Bad,Tyla Yaweh,44,221714,2018-10-29
0.551,0.36,7,-11.366,0,0.624,0.517,0.0,0.0606,0.123,91.922,4,Situations,REASON,37,222261,2018-09-28
0.856,0.521,1,-7.584,0,0.28,0.0546,0.0,0.211,0.621,101.027,4,Hotel Motel,Suga Free,18,286880,2000-05-09
0.569,0.475,7,-9.797,1,0.0434,0.56,0.00121,0.118,0.448,142.643,4,Better Man - Acoustic; Live from Paris,Paolo Nutini,32,333625,2014-04-08
0.531,0.49,0,-7.351,0,0.0246,0.474,0.457,0.222,0.415,82.494,4,Any Way,Drakkar Nowhere,18,131653,2016-09-23
0.588,0.392,0,-11.084,1,0.0339,0.437,0.000727,0.111,0.191,62.924,3,Witches,SEND MEDICINE,0,198597,2022-08-12
0.695,0.736,5,-8.124,0,0.0424,0.0121,0.00782,0.0858,0.657,109.422,4,Golden Rule,Charles Bradley,32,209351,2011-01-25
0.734,0.645,10,-12.483,0,0.624,0.229,0.000128,0.591,0.87,170.103,4,Weight,Indelible MC’s,12,385106,1998-01-21
0.78,0.733,1,-4.865,1,0.322,0.0248,1.23e-05,0.122,0.52,95.052,4,Green and Gold,The Anonymous,40,292133,1998-11-10
0.722,0.525,2,-9.38,1,0.0298,0.263,0.0189,0.139,0.349,114.0,4,That's That,Cass McCombs,32,255093,2007-10-09
0.473,0.756,7,-8.219,0,0.0619,0.782,0.0489,0.145,0.738,117.688,4,Wintersong,Blake Mills,45,256442,2010-07-06
0.622,0.538,4,-12.658,1,0.0364,0.328,0.84,0.207,0.963,125.827,4,Anything Could Happen,The Clean,48,157066,1986-01-01
0.653,0.561,8,-5.713,0,0.1,0.404,0.291,0.553,0.285,89.947,4,Dali '96,Brenk Sinatra,36,151943,2019-09-06
0.349,0.579,7,-8.291,1,0.0348,0.137,0.0168,0.149,0.279,114.787,3,That Awful Sound,Standing On The Corner,24,125643,2017-09-29
0.44,0.723,11,-5.58,0,0.33,0.673,0.0,0.266,0.655,176.611,4,BLOCK PARTY (feat. Kirk Knight),CJ Fly,28,218130,2020-03-06
0.386,0.459,0,-5.866,0,0.0288,0.772,0.864,0.167,0.257,171.826,4,"And That, Too.",BADBADNOTGOOD,36,271570,2016-07-08
0.632,0.276,4,-13.697,0,0.0594,0.632,0.293,0.157,0.237,129.693,4,I'll Stay,The RH Factor,45,470546,2003-01-01
0.683,0.754,10,-6.466,1,0.0576,0.43,0.585,0.0932,0.647,83.016,4,Devoted Passion,Figub Brazlevic,10,143132,2020-01-03
0.543,0.652,10,-11.237,0,0.0439,0.0476,0.736,0.771,0.402,111.051,4,Toxygene,The Orb,23,319666,1997-02-24
0.823,0.659,0,-12.54,1,0.0373,0.646,0.0698,0.0788,0.82,137.009,4,Goldener Reiter,Joachim Witt,54,279893,1981
0.214,0.91,11,-3.209,1,0.0639,0.00381,0.891,0.179,0.59,155.009,4,Lowlife,Heaters,28,207262,2014-10-17
0.4,0.909,7,-5.297,1,0.211,0.278,0.0,0.0892,0.683,148.103,4,You Will Always Bring Me Flowers,Shannon & The Clams,28,174720,2011-05-24
0.364,0.688,5,-8.015,0,0.0379,0.079,0.0147,0.176,0.211,132.787,4,Sentimental and Monday,Holy Holy,42,255520,2015-07-20
0.779,0.725,8,-8.759,0,0.037,0.0539,0.0881,0.279,0.966,118.006,4,Love Online,Donny Benét,26,266982,2018-04-06
0.376,0.41,2,-11.452,1,0.034,0.753,0.000543,0.234,0.171,100.031,3,Ladies and gentlemen we are floating in space,Spiritualized,51,234053,1997-06-16
0.366,0.593,5,-7.048,1,0.03,5.89e-05,0.074,0.152,0.319,149.915,4,Dreamgaze,CASTLEBEAT,52,165409,2016-01-01
0.466,0.579,0,-9.31,1,0.0392,0.832,0.258,0.0984,0.307,171.162,3,Gasoline & Mirrors,Bibio,24,343640,2016-04-01
0.492,0.743,4,-7.397,1,0.0292,0.000859,0.841,0.0911,0.612,124.614,4,Asleep,Martin Courtney,13,163967,2015-10-30
0.499,0.397,7,-9.334,0,0.0263,0.342,0.062,0.1,0.12,134.967,4,Wasted Acres,Grizzly Bear,37,172160,2017-08-18
0.574,0.669,7,-6.086,1,0.0288,0.0392,0.000206,0.287,0.445,115.019,4,Sophie,Small Black,33,276600,2013-05-14
0.636,0.939,9,-5.551,1,0.0837,0.0485,6.69e-06,0.271,0.694,134.937,4,Roam,The B-52's,56,295133,1989-06-23
0.189,0.324,0,-13.025,1,0.0419,0.445,0.385,0.133,0.17,83.742,3,Moog River,Funki Porcini,35,195773,2010-05-03
0.541,0.471,8,-12.929,1,0.103,0.422,0.329,0.133,0.169,78.097,4,No Competition,DJ Cam,32,358213,1996
0.825,0.302,8,-11.651,1,0.282,0.204,0.0,0.0762,0.747,94.956,4,Walk On By,Thundercat,59,199136,2017-02-24
0.772,0.732,1,-5.392,1,0.162,0.00183,0.0,0.129,0.633,90.183,4,A Beautiful Day (feat. Nature),Tony Touch,7,98456,2004-02-24
0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4,All The Stars (with SZA),Kendrick Lamar,82,232186,2018-02-09
0.454,0.909,11,-6.307,1,0.422,0.126,0.0,0.0669,0.737,183.84,4,Systematic (feat. Nas) (feat. Nas),DJ Shadow,18,203478,2017-04-21
0.537,0.886,7,-12.019,1,0.0359,0.131,0.754,0.112,0.588,177.719,4,Fat City,Alan Vega,16,510146,2015-12-04
0.402,0.643,5,-9.88,1,0.0365,0.0411,0.000209,0.141,0.263,89.55,4,It's A Long Way There - Remastered 2022,Little River Band,46,522633,1975
0.775,0.539,5,-4.303,1,0.0881,0.372,8.11e-06,0.225,0.624,144.966,4,Cake,88GLAM,46,211862,2018-04-27
0.48,0.687,9,-6.319,1,0.0283,0.0022,0.72,0.547,0.59,68.027,4,"Wandering, I",Sunbeam Sound Machine,40,179608,2014-11-21
0.523,0.641,2,-8.028,1,0.276,0.198,0.0,0.234,0.305,76.837,4,Stressed (with Wallo267),Conway the Machine,43,320000,2022-02-25
0.331,0.789,11,-7.463,0,0.0391,0.000412,0.5,0.0797,0.0798,159.329,4,The Cedar Room,Doves,38,458933,2000-01-01
0.436,0.676,0,-6.123,1,0.0264,0.121,0.0,0.64,0.481,88.719,4,Coming in from the Cold,The Delgados,34,214893,2002-10-14
0.597,0.615,9,-7.692,1,0.0583,0.107,2.55e-05,0.0951,0.421,137.224,4,Universal Train,Father's Children,16,376840,2011-06-21
0.423,0.858,1,-6.002,1,0.0564,0.407,0.000661,0.806,0.522,90.056,4,Boys Latin,Panda Bear,38,252253,2015-01-12
0.355,0.907,9,-12.219,1,0.122,0.051,0.637,0.153,0.101,99.979,4,You've Heard,Daedelus,29,147667,2010-09-28
0.469,0.913,11,-2.611,0,0.373,0.271,0.0,0.45,0.733,167.96,4,F*** You,The LOX,41,247773,2000-01-01
0.774,0.589,6,-5.411,1,0.325,0.109,0.0,0.053,0.683,80.028,3,The Essence,AZ,33,209040,2002-01-01
0.786,0.343,4,-12.59,0,0.175,0.362,0.932,0.11,0.38,91.485,4,Green Out,Kuranes,27,145055,2021-11-12
0.689,0.358,7,-16.305,0,0.0555,0.685,0.917,0.153,0.228,83.953,4,Bird's Eye View,Jules Hiero,28,168571,2021-07-30
0.699,0.6,1,-6.328,1,0.134,0.00231,0.00963,0.114,0.586,142.037,4,Homesick,Catfish and the Bottlemen,56,148092,2014-09-15
0.455,0.607,3,-7.367,0,0.0684,0.425,0.0,0.0817,0.757,83.32,4,Talking About Freedom,Fontella Bass,13,201106,2000
0.657,0.522,10,-14.943,0,0.178,0.167,0.00951,0.111,0.954,107.711,4,Living Together is Keeping Us Apart,Clarence Reid,18,180000,2011-03-22
0.598,0.785,10,-3.488,1,0.29,0.711,0.0,0.115,0.824,93.35,4,Echo (feat. Nas),Swizz Beatz,33,305354,2018-11-02
0.929,0.769,10,-3.326,0,0.138,0.0539,9.97e-05,0.139,0.963,95.006,4,Problems,AZ,46,248293,2001-01-01
0.541,0.471,8,-12.929,1,0.103,0.422,0.329,0.133,0.169,78.097,4,No Competition,DJ Cam,32,358213,1996
0.551,0.45,6,-9.761,1,0.0275,0.894,0.835,0.116,0.715,78.922,4,Take It,Donnie & Joe Emerson,26,159246,1977-01-01
0.615,0.724,5,-8.583,1,0.0306,0.298,0.459,0.211,0.45,97.725,4,Panama,Sports,53,198546,2015-07-24
0.612,0.624,7,-9.67,1,0.0365,0.356,0.833,0.177,0.949,170.148,4,Kids Fallin' In Love,DOPE LEMON,52,227637,2022-01-07
0.616,0.46,4,-8.164,1,0.029,0.582,1.33e-06,0.0995,0.38,78.401,4,You've Got The Love I Need,Smokey Robinson & The Miracles,8,221973,1970-01-01
0.318,0.569,8,-10.453,0,0.0355,0.077,0.926,0.0854,0.584,159.803,4,Love Proceeding,BADBADNOTGOOD,46,325828,2021-10-08
0.794,0.502,8,-5.69,1,0.107,0.235,0.0639,0.108,0.212,84.415,4,All Good,Illa J,45,185286,2008-11-11
0.633,0.476,10,-9.004,1,0.0397,0.263,0.885,0.315,0.258,95.001,4,Noctiluca,Marcus D,26,244164,2015-03-11
0.596,0.894,0,-5.407,1,0.0265,0.00878,0.00659,0.104,0.572,132.994,5,Darling,Real Estate,52,260386,2017-03-17
0.515,0.439,5,-9.367,1,0.0295,0.771,0.889,0.11,0.28,93.028,4,I'll Gladly Place Myself Below You,Matty,38,312360,2018-06-15
0.734,0.578,2,-10.755,1,0.145,0.000138,0.0,0.089,0.462,94.163,4,Run So Fast,Cold World Hustlers,15,240333,1995-06-15
0.855,0.843,2,-5.438,1,0.289,0.212,0.0,0.0951,0.633,105.161,4,Throw the C's in the Air,Crips,17,187693,1995-02-15
0.785,0.549,4,-5.748,0,0.0249,0.0112,0.479,0.0922,0.707,99.981,4,Heaven's Only Wishful,MorMor,47,243216,2018-02-02
0.838,0.629,0,-4.48,1,0.0776,0.0418,0.0104,0.1,0.83,109.031,4,Feels Like,Lucky Daye,53,209493,2022-03-10
0.672,0.807,7,-4.881,1,0.27,0.272,1.84e-06,0.124,0.704,172.035,4,HIGH GRADE,Lancey Foux,42,166143,2022-10-28
0.75,0.819,10,-6.6,0,0.151,0.0674,0.000979,0.308,0.614,116.054,4,Time,SG Lewis,52,259173,2021-02-19
0.673,0.481,9,-10.387,1,0.0548,0.0176,0.00458,0.0371,0.924,110.985,4,Draw Me Your Favorite Funk,Psychic Mirrors,30,276786,2016-04-12
0.84,0.74,5,-11.134,1,0.0485,0.0672,0.0868,0.0844,0.917,97.846,4,Up 2 U,dreamcastmoe,35,270000,2018-10-05
0.914,0.415,4,-7.68,0,0.0654,0.241,0.00392,0.113,0.741,95.499,4,WeFight/WeLove,Q-Tip,33,287386,2008-01-01
0.738,0.726,9,-6.25,0,0.261,0.0298,6.35e-06,0.101,0.736,95.868,4,The Grimey Way,Big Noyd,23,250200,2002-01-01
0.369,0.667,11,-6.267,0,0.308,0.00268,0.0,0.27,0.4,161.584,4,Impaired Judgement,Ugly Heroes,12,218449,2013-05-21
0.647,0.903,2,-6.941,1,0.0484,0.00015,7.97e-06,0.21,0.693,118.328,4,In My Head,Sad Park,38,182880,2018-03-07
0.697,0.464,0,-6.019,1,0.0259,0.147,4.51e-06,0.139,0.667,89.293,4,Vickie,Peach Pit,51,223944,2022-03-04
0.824,0.735,10,-5.78,0,0.257,0.0429,0.000292,0.199,0.673,144.976,4,Napoleon Freestyle,King Phill,6,88215,2020-01-15
0.748,0.504,1,-7.744,0,0.0596,0.0517,6.11e-06,0.131,0.284,145.084,4,Pork Chop,King Rawllie,13,176793,2020-07-14
0.857,0.508,7,-8.427,1,0.288,0.0958,0.00871,0.129,0.296,87.018,4,Phantoms,CZARFACE,41,259415,2018-03-30
0.801,0.464,10,-8.145,0,0.307,0.0406,0.000715,0.101,0.457,84.605,4,Keep On,Grand Puba,35,304160,1995-06-20
0.649,0.345,9,-19.79,0,0.0846,0.93,0.958,0.106,0.645,97.925,4,Il ricordo di Serena,Riz Ortolani,32,161160,2007
0.671,0.818,6,-5.914,0,0.322,0.0625,1.62e-05,0.329,0.682,92.84,4,Latin Thugs (feat. Tego Calderón),Cypress Hill,36,226080,2004-03-23
0.914,0.668,1,-4.308,1,0.277,0.00116,0.0,0.0441,0.8,93.707,4,Ebonics - Premo Mix,D.I.T.C.,36,180560,2000-02-22
0.796,0.837,1,-6.322,1,0.197,0.119,0.0,0.0941,0.716,135.837,4,All Systems Go,R.A. The Rugged Man,32,201853,2020-04-17
0.64,0.467,7,-10.759,1,0.132,0.188,0.0,0.227,0.676,105.845,4,Spur's Venom,Cheek Thoreau,15,137805,2023-02-03
0.61,0.258,0,-12.758,1,0.0331,0.883,0.0145,0.103,0.164,127.08,4,"ALONE, PART 3",XXXTENTACION,62,109986,2018-03-16
0.64,0.804,6,-8.796,1,0.36,0.161,0.0,0.193,0.67,93.577,4,Theme Music,Asheru and Blue Black of The Unspoken Heard,18,230280,2001-09-04
0.183,0.863,9,-5.241,1,0.0534,0.000719,0.00478,0.187,0.229,179.308,4,1000 Dreams,Dead Meadow,24,269306,2013-09-20
0.665,0.589,1,-6.831,0,0.0258,0.361,0.624,0.564,0.574,110.074,4,Round and Round,Ariel Pink,47,308680,2010-06-07
0.894,0.303,3,-7.445,0,0.0937,0.508,2.23e-05,0.0667,0.696,149.908,4,Stone,Collard,55,143456,2019-11-06
0.782,0.524,1,-10.266,0,0.28,0.227,0.0,0.258,0.463,89.994,4,No Trouble (feat. Oddisee),Mello Music Group,21,184000,2021-04-02
0.606,0.215,2,-15.887,1,0.0389,0.897,0.0148,0.0678,0.56,104.655,4,Rollercoaster,M. Ward,32,168666,2006-08-22
0.662,0.602,8,-9.2,1,0.0443,0.922,0.139,0.108,0.438,167.974,4,Out of Sight,Jonwayne,28,267707,2017-02-17
0.734,0.552,2,-7.595,1,0.123,0.598,0.835,0.107,0.714,91.064,4,cz,Mk.gee,48,228946,2020-02-28
0.252,0.314,5,-18.197,0,0.0407,0.942,0.676,0.0892,0.2,75.056,4,Visions of Gideon,Sufjan Stevens,64,247808,2017-11-03
0.677,0.584,2,-8.521,1,0.323,0.00883,0.0452,0.136,0.747,172.023,4,Holiday,Sporto Kantès,25,186013,2012-02-27
0.479,0.79,11,-6.082,0,0.0375,0.233,0.402,0.12,0.239,146.059,4,Turtles,Flying Lotus,31,126688,2014-10-06
0.597,0.635,1,-9.843,1,0.107,0.633,0.631,0.112,0.566,91.159,4,Where Pathways Meet - Remastered,Sun Ra,27,392626,2021-05-14
0.759,0.275,2,-19.416,1,0.0359,0.741,3.58e-06,0.0696,0.963,111.556,4,I'm Blue,The Sweet Inspirations,29,129933,1967
0.36,0.421,5,-12.126,0,0.031,0.496,0.876,0.12,0.676,145.681,4,"Taishi-Koto, Pt. 1",L'éclair,45,149167,2018-09-07
